,area,adress,price,price_per_sqm,monthly_fee,size_in_sqm,date_sold
1097,Södermalm,Rosenlundsgatan 12,4995000,96990,2242.0,51,2022-08-17
1098,Södermalm,"Ringvägen 62, 6tr",3580000,89500,2225.0,40,2022-08-17
1100,Vasastan,Gävlegatan 11,3960000,104211,1452.0,38,2022-08-16
1101,Vasastan,"Gävlegatan 26, 3tr",3890000,97250,2000.0,40,2022-08-16
1102,Vasastan,"Gävlegatan 9, 4tr",4800000,109091,1741.0,44,2022-08-16
1103,Vasastan,"Torsgatan 42C, Ö.G",4200000,106329,2304.0,39,2022-08-16
1104,Vasastan,"Frejgatan 18, 4 tr",3850000,87500,2043.0,44,2022-08-16
1105,Vasastan,Vulcanusgatan 10,4625000,118590,2023.0,39,2022-08-16
1106,Vasastan,"Sigtunagatan 14A, 2 tr",5250000,134615,1492.0,39,2022-08-15
1107,Vasastan,"Hagagatan 1, vån 6",5125000,85417,2780.0,60,2022-08-15
1108,Vasastan,"Kammakargatan 21, vån 5",6300000,134043,3283.0,47,2022-08-15
1109,Vasastan,"Norra Stationsgatan 119, 6tr Vind under produktion",6750000,122727,3208.0,55,2022-08-14
1111,Östermalm,Grev Turegatan 50,7300000,128070,1867.0,57,2022-08-13
1112,Fredhäll,Stagneliusvägen 30,3350000,82716,2815.0,40,2022-08-13
1114,Vasastan,"Bråvallagatan 3, 2tr",4500000,107143,2785.0,42,2022-08-12
1115,Vasastan,"Tulegatan 43,  6 tr",5900000,98333,2397.0,60,2022-08-12
1116,Östermalm,Linnégatan 94,4100000,128125,1718.0,32,2022-08-12
1117,Vasastan,Valhallavägen 22B,4850000,88182,2973.0,55,2022-08-12
1118,Vasastan,Norrbackagatan 15,5780000,113333,1289.0,51,2022-08-12
1119,Södermalm,Assessorsgatan 6,3685000,92125,2594.0,40,2022-08-12
1120,Östermalm,Grev Turegatan 8A - ACCEPTERAT PRIS,7850000,142727,1868.0,55,2022-08-11
1121,Fredhäll,Stagneliusvägen 42,3700000,86047,2227.0,43,2022-08-11
1122,Årsta,Årstavägen 107,3200000,58716,3544.0,54,2022-08-11
1124,Vasastan,"Hagaesplanaden 63, vån 6",4400000,102326,2452.0,43,2022-08-10
1125,Östermalm,Kaptensgatan 15 A,5800000,128889,2151.0,45,2022-08-10
1126,Vasastan,"Vanadisplan 1, 3tr",4925000,109444,1822.0,45,2022-08-10
1127,Fredhäll,"Vitalisvägen 11, vån 2",3400000,89474,2025.0,38,2022-08-10
1128,Vasastan,Gävlegatan 26,5100000,92727,2750.0,55,2022-08-10
1129,Fredhäll,"Rålambsvägen 69, 1 tr",3200000,86486,2537.0,37,2022-08-10
1130,Södermalm,Tavastgatan 24,3500000,89744,2500.0,39,2022-08-09
1131,Södermalm,Gotlandsgatan 60 (Gårdsläge!),2995000,99833,1597.0,30,2022-08-09
1132,Södermalm,"Heleneborgsgatan 40, 5 tr",4400000,110000,2283.0,40,2022-08-09
1133,Vasastan,"Birkagatan 26, 1,5tr",4250000,125000,1713.0,34,2022-08-09
1134,Årsta,"Hjälmarsvägen 1, 2 tr",2900000,67916,2625.0,42,2022-08-09
1135,Vasastan,"Hagagatan 50A, 2tr",6500000,114035,3384.0,57,2022-08-09
1136,Östermalm,"Runebergsgatan 6, Ö.g",7600000,118750,2433.0,64,2022-08-08
1137,Årsta,Storsjövägen 59,2700000,62791,2366.0,43,2022-08-08
1138,Södermalm,"Bergsundsgatan 16, BV",3350000,93056,2088.0,36,2022-08-08
1139,Södermalm,Tjurbergsgatan 38,5600000,84848,3782.0,66,2022-08-06
1140,Årsta,"Slätbaksvägen 27, Accepterat pris!",2775000,65294,2573.0,42,2022-08-06
1141,Årsta,Årstavägen 73,2930000,60412,3441.0,48,2022-08-05
1142,Östermalm,Sibyllegatan 11A,5950000,121429,2771.0,49,2022-08-05
1143,Södermalm,Tengdahlsgatan 35,5550000,96522,3617.0,57,2022-08-05
1144,Södermalm,"Erstagatan 22, 5tr",6050000,107080,3146.0,56,2022-08-05
1145,Vasastan,Luntmakargatan 74,6100000,110909,3300.0,55,2022-08-05
1146,Södermalm,Wollmar Yxkullsgatan 48D,3775000,95570,2344.0,39,2022-08-04
1147,Vasastan,"Frejgatan 4, 4tr",6800000,104615,2953.0,65,2022-08-04
1148,Södermalm,Allhelgonagatan 15,5500000,90164,2576.0,61,2022-08-04
1149,Södermalm,"Västgötagränd 15, 3 tr",4900000,72059,4197.0,68,2022-08-04
1151,Östermalm,Östermalmsgatan 42A,6150000,130851,2076.0,47,2022-08-04
1152,Södermalm,Fatburs Kvarngata 11,5100000,76119,4276.0,67,2022-08-03
1154,Vasastan,Nina einhorns gata 7,4900000,91589,2571.0,53,2022-08-02
1155,Södermalm,Åsögatan 181,4475000,93229,2346.0,48,2022-08-02
1156,Årsta,Möckelvägen 3,3300000,82500,2228.0,40,2022-08-02
1157,Södermalm,"Högbergsgatan 50, 4 tr",4485000,99667,1184.0,45,2022-08-01
1158,Vasastan,Tomtebogatan 13B,4050000,103846,1528.0,39,2022-08-01
1159,Fredhäll,Vitalisvägen 3,3450000,82143,2290.0,42,2022-07-31
1160,Södermalm,"Katarina bangata 60, vån 5",5500000,93220,2616.0,59,2022-07-29
1161,Årsta,"Sköntorpsvägen 1, 7tr",3953000,67000,2285.0,59,2022-07-29
1162,Östermalm,"Riddargatan 20, 2tr",10225000,132792,2129.0,77,2022-07-28
1163,Vasastan,Rådmansgatan 75,3800000,105556,1799.0,36,2022-07-27
1164,Vasastan,"Sonja Kovalevskys gata 3, 5 tr",5150000,107292,2565.0,48,2022-07-27
1165,Fredhäll,Stagneliusvägen 23,4150000,87368,3330.0,47,2022-07-27
1166,Vasastan,Sonja Kovalevskys Gata 3,5225000,85656,3050.0,61,2022-07-27
1167,Vasastan,Birger Jarlsgatan 99B,5650000,113000,1390.0,50,2022-07-26
1168,Södermalm,"Gotlandsgatan 37, 4tr",5000000,83333,3539.0,60,2022-07-26
1169,Vasastan,Birger Jarlsgatan 120B - ACCEPTERAT PRIS,5150000,83065,1485.0,62,2022-07-25
1170,Årsta,Årstavägen 95,3020000,56449,3429.0,53,2022-07-24
1171,Vasastan,Roslagsgatan 55,5110000,105361,2664.0,48,2022-07-23
1172,Vasastan,Gävlegatan 9,3100000,84932,1524.0,36,2022-07-23
1173,Fredhäll,Vitalisvägen 13 - Accepterat pris!,3295000,82375,2114.0,40,2022-07-22
1174,Östermalm,"Sibyllegatan 26, 4 tr",4225000,117361,1470.0,36,2022-07-22
1175,Södermalm,"Magnus Ladulåsgatan 49, 1tr",3900000,78000,2375.0,50,2022-07-22
1176,Södermalm,Gotlandsgatan 60,3800000,80851,2502.0,47,2022-07-21
1177,Vasastan,Karlbergsvägen 78,3425000,118103,1508.0,29,2022-07-21
1178,Vasastan,Vulcanusgatan 4,4425000,113462,2198.0,39,2022-07-20
1179,Vasastan,Bråvallagatan 5,4500000,102273,2590.0,44,2022-07-20
1180,Östermalm,"Riddargatan 49A, 4tr",8000000,123077,1825.0,65,2022-07-20
1181,Årsta,"Bolmensvägen 1, 2 tr",3325000,61574,3216.0,54,2022-07-19
1182,Vasastan,"Observatoriegatan 12A, Gårdshus",5700000,118750,1536.0,48,2022-07-19
1183,Vasastan,Hagagatan 14A,6200000,95385,2712.0,65,2022-07-18
1184,Fredhäll,"Adlerbethsgatan 15, 3 tr-",4325000,94022,2543.0,46,2022-07-18
1185,Vasastan,Luntmakargatan 89,5425000,106373,2291.0,51,2022-07-17
1186,Vasastan,"Vulcanusgatan 4, 1,5 tr",4950000,123750,2220.0,40,2022-07-17
1187,Vasastan,"Torsgatan 52, 3 tr",6450000,121698,2297.0,53,2022-07-15
1188,Södermalm,Krukmakargatan 4,4020000,118235,1686.0,34,2022-07-15
1189,Vasastan,"Atlasgatan 9, 4 tr",3200000,100000,1720.0,32,2022-07-15
1190,Vasastan,Västmannagatan 74,7600000,116923,1779.0,65,2022-07-15
1191,Årsta,Borensvägen 16 ACCEPTERAT PRIS,2900000,55769,3402.0,52,2022-07-15
1192,Vasastan,"Birger Jarlsgatan 115A, 2 tr",4800000,88889,2373.0,54,2022-07-14
1193,Vasastan,Hagaesplanaden 63,4300000,100000,2452.0,43,2022-07-14
1194,Årsta,Årstavägen 72 - 4 / 6tr,3160000,57455,3464.0,55,2022-07-13
1195,Södermalm,Ringvägen 79,3750000,86207,1629.0,43,2022-07-13
1196,Södermalm,Tegelviksgatan 61 - med uteplats,3975000,74299,4363.0,53,2022-07-13
1197,Vasastan,"Torbjörn klockares gata 11, 3 tr",4165000,96860,2361.0,43,2022-07-13
1198,Södermalm,"Blekingegatan 4, 4tr",3700000,92500,1734.0,40,2022-07-13
1199,Fredhäll,"Frödingsvägen 5, 3 tr",3800000,95000,2195.0,40,2022-07-12
1200,Södermalm,"Ringvägen 35, 5 / 6 tr mot gård",4600000,88462,2680.0,52,2022-07-12
1201,Södermalm,"Tjustgatan 2, 4 tr",3400000,87179,3401.0,39,2022-07-12
1202,Vasastan,Norrtullsgatan 32,3650000,89024,2365.0,41,2022-07-12
1204,Södermalm,Rutger Fuchsgatan 9,2750000,91667,1861.0,30,2022-07-11
1206,Södermalm,"Tjustgatan 4, 4 tr",3200000,100000,2791.0,32,2022-07-10
1207,Årsta,Hjälmarsvägen 19 - Accepterat pris,3200000,59041,3189.0,54,2022-07-08
1208,Vasastan,"Ninni Kronbergs Gata 16, 2tr",4100000,100000,2361.0,41,2022-07-08
1209,Södermalm,"Folkungagatan 65, 3tr",4700000,87037,2841.0,54,2022-07-08
1210,Vasastan,Sankt Eriksgatan 118,5800000,93548,4220.0,62,2022-07-08
1212,Vasastan,"Tomtebogatan 1A, 2 tr",5600000,119149,1100.0,47,2022-07-07
1213,Södermalm,Gotlandsgatan 60,3825000,83152,2449.0,46,2022-07-07
1214,Vasastan,Sankt Eriksgatan 84,4400000,118919,1351.0,37,2022-07-07
1215,Vasastan,Sigtunagatan 19,5870000,122292,2020.0,48,2022-07-07
1217,Östermalm,Skeppargatan 58,7500000,111940,2627.0,67,2022-07-06
1218,Södermalm,Bergsundsgatan 21,3850000,89535,2287.0,43,2022-07-06
1219,Södermalm,Tantogatan 71,3540000,83294,2033.0,42,2022-07-06
1220,Östermalm,Artillerigatan 43,9100000,129078,3729.0,70,2022-07-06
1221,Östermalm,Grevgatan 57,7900000,125397,2653.0,63,2022-07-06
1222,Södermalm,"Katarina bangata 25, 4 tr",4500000,102273,2080.0,44,2022-07-05
1223,Södermalm,"Bergsunds Strand 15, 3 tr",4500000,107143,1741.0,42,2022-07-05
1225,Östermalm,Ruddammsbacken 28,6000000,92308,3629.0,65,2022-07-04
1226,Fredhäll,"Frödingsvägen 12, 2,5 tr",4495000,84811,3013.0,53,2022-07-04
1227,Fredhäll,"Ernst Ahlgrens väg 8, Högst upp",3700000,93671,2260.0,39,2022-07-04
1228,Årsta,"Tavelsjövägen 22, 3tr",3110000,53621,4304.0,58,2022-07-04
1229,Östermalm,Skeppargatan 20A,4300000,113158,1901.0,38,2022-07-01
1230,Södermalm,"Älvsborgsgatan 1, 1,5tr",3495000,89615,2557.0,39,2022-07-01
1231,Årsta,Slätbaksvägen 36,2420000,56279,3135.0,43,2022-07-01
1232,Vasastan,"Atlasmuren 16, 4 tr",4350000,98864,2272.0,44,2022-07-01
1233,Årsta,"Skagersvägen 5, 3 tr",3500000,61404,3778.0,57,2022-07-01
1234,Östermalm,Surbrunnsgatan 5,4825000,117683,1699.0,41,2022-07-01
1236,Södermalm,Ringvägen 161,4150000,103750,1292.0,40,2022-06-30
1237,Vasastan,"Karlbergsvägen 76, 2 tr - ACCEPTERAT PRIS",5400000,88525,2238.0,61,2022-06-30
1238,Vasastan,Birger Jarlsgatan 111C - Accepterat pris,6100000,108929,2520.0,56,2022-06-30
1239,Östermalm,Melodislingan 22,5000000,113636,3702.0,44,2022-06-29
1240,Vasastan,"Norrtullsgatan 36, 1,5 tr.",3795000,92561,2365.0,41,2022-06-29
1241,Årsta,"Sköntorpsvägen 49, 3 tr",2815000,59894,2845.0,47,2022-06-29
1242,Vasastan,"Torsgatan 31, 2 tr",3650000,121667,1620.0,30,2022-06-29
1243,Östermalm,Värtavägen 4,5295000,112660,2144.0,47,2022-06-29
1244,Årsta,"Skedviksvägen 1, ACCEPTERAT PRIS",3050000,54464,3237.0,56,2022-06-29
1246,Södermalm,"Vindragarvägen 4, 2 tr",4170000,99286,2429.0,42,2022-06-29
1247,Fredhäll,Vitalisvägen 6,3550000,92208,2048.0,38,2022-06-29
1248,Vasastan,"Torsgatan 25, 4tr",7495000,102671,3584.0,73,2022-06-28
1249,Vasastan,"Karlbergsvägen 51A, 2 tr ög",7300000,117742,2667.0,62,2022-06-28
1250,Vasastan,Frejgatan 42,4800000,96000,1918.0,50,2022-06-28
1252,Östermalm,Wittstocksgatan 2,7300000,121667,3117.0,60,2022-06-27
1253,Vasastan,"Norrtullsgatan 25 C, 4 tr",6250000,109649,2710.0,57,2022-06-27
1255,Årsta,Siljansvägen 33,2600000,57778,3242.0,45,2022-06-23
1259,Vasastan,Sveavägen 87,4800000,106667,2113.0,45,2022-06-23
1260,Årsta,Borensvägen 25,2750000,67073,2394.0,41,2022-06-23
1262,Årsta,Storsjövägen 41,3110000,59808,3195.0,52,2022-06-23
1263,Södermalm,"Bondegatan 16B, 3 tr",6000000,103448,2495.0,58,2022-06-23
1264,Fredhäll,Runiusgatan 5,3165000,85541,1590.0,37,2022-06-23
1265,Vasastan,Norrbackagatan 25B,5775000,96250,2694.0,60,2022-06-23
1266,Södermalm,"Lundagatan 50, 2 tr - Accepterat pris!",4250000,108974,1919.0,39,2022-06-23
1268,Vasastan,"Norrtullsgatan 63, fönster mot innergård",3995000,70088,2842.0,57,2022-06-22
1269,Vasastan,"Torsgatan 42A, 2tr",5300000,115217,2207.0,46,2022-06-22
1270,Fredhäll,"Adlerbethsgatan 15, 1tr",4200000,91304,2630.0,46,2022-06-22
1271,Årsta,Möckelvägen 22,2700000,58696,2990.0,46,2022-06-22
1272,Fredhäll,Ernst ahlgrens väg 5,3950000,87778,2351.0,45,2022-06-22
1273,Södermalm,Mariatorget 6A,7750000,115672,2680.0,67,2022-06-22
1274,Södermalm,Blekingegatan 36,3350000,79762,2167.0,42,2022-06-22
1275,Fredhäll,"Ernst Ahlgrens Väg 5, 1,5tr",4050000,90000,2460.0,45,2022-06-21
1276,Södermalm,"Malmgårdsvägen 30L, Vån 5",6000000,103448,3438.0,58,2022-06-21
1277,Södermalm,"Närkesgatan 2, 2 tr",5450000,97321,2250.0,56,2022-06-21
1278,Södermalm,Krukmakargatan 50A,5400000,93103,2644.0,58,2022-06-21
1279,Östermalm,Rådmansgatan 1B,7500000,138889,1583.0,54,2022-06-21
1280,Södermalm,"Klippgatan 14 F, 4tr",3850000,102667,2125.0,37,2022-06-21
1281,Årsta,Sandfjärdsgatan 130,3100000,52101,3980.0,59,2022-06-20
1282,Södermalm,Skinnarviksringen 20,5150000,91964,4230.0,56,2022-06-20
1283,Årsta,"Eklångsvägen 37, 2 tr",2840000,65287,2676.0,43,2022-06-20
1284,Södermalm,"Lindvallsplan 10, 6 tr",4400000,88000,3047.0,50,2022-06-20
1288,Vasastan,"Valhallavägen 38A, gårdshus",5000000,94340,2738.0,53,2022-06-19
1289,Årsta,Skälderviksplan 6,3000000,55556,4031.0,54,2022-06-18
1292,Fredhäll,"Frödingsvägen 7, 3 tr",3850000,93902,2173.0,41,2022-06-17
1293,Södermalm,Ölandsgatan 46,3750000,98684,2465.0,38,2022-06-17
1294,Östermalm,"Linnégatan 31, 5 tr",6300000,157500,1167.0,40,2022-06-17
1295,Vasastan,"Hälsingegatan 3A, 2 tr",6400000,119626,1802.0,53,2022-06-17
1296,Södermalm,Stigbergsgatan 32B,4900000,102083,2036.0,48,2022-06-17
1298,Vasastan,Västmannagatan 93,8020000,108378,3319.0,74,2022-06-16
1299,Vasastan,"Dalagatan 44 A, Gårdshus högst upp 3tr",5680000,129091,1316.0,44,2022-06-16
1300,Vasastan,"Roslagsgatan 42B, 2tr",5225000,102451,2667.0,51,2022-06-16
1301,Vasastan,"Sveavägen 87, 5tr -Vind",9200000,141538,2834.0,65,2022-06-16
1302,Vasastan,Roslagsgatan 49,5550000,101835,3236.0,54,2022-06-16
1303,Södermalm,Repslagargatan 10A,4950000,84615,4112.0,58,2022-06-16
1304,Södermalm,"Heleneborgsgatan 12A, 4 tr",8100000,124615,2185.0,65,2022-06-16
1305,Östermalm,"Brahegatan 3 A, 1,5 tr, Över Gård",5100000,118605,1792.0,43,2022-06-16
1306,Södermalm,"Timmermansgatan 44, 4 tr",4400000,104762,2584.0,42,2022-06-16
1307,Årsta,"Ottsjövägen 25, 4 tr",4100000,68333,3981.0,60,2022-06-16
1309,Fredhäll,"Fredhällsgatan 5, 3tr",4050000,90000,2239.0,45,2022-06-15
1310,Vasastan,Roslagsgatan 25,7420000,121639,3353.0,61,2022-06-15
1311,Södermalm,Åsögatan 98,4400000,146667,1901.0,30,2022-06-15
1312,Södermalm,"Ringvägen 83, gårdshus",5300000,106000,2639.0,50,2022-06-15
1313,Södermalm,"Katarina bangata 52, 4tr",5900000,100000,3010.0,59,2022-06-15
1314,Vasastan,Västmannagatan 87A,4695000,120385,2073.0,39,2022-06-15
1315,Vasastan,"Observatoriegatan 9, 1tr",4350000,127941,1680.0,34,2022-06-15
1316,Vasastan,Västmannagatan 27,7000000,111111,1704.0,63,2022-06-15
1317,Östermalm,Brahegatan 33 Gårdshus.,10000000,185185,2567.0,54,2022-06-15
1318,Vasastan,Observatoriegatan 12A,7750000,125000,2131.0,62,2022-06-14
1320,Södermalm,Krukmakargatan 26,4550000,89216,2715.0,51,2022-06-14
1321,Vasastan,Torbjörn klockares gata 11,4350000,108750,2263.0,40,2022-06-14
1323,Östermalm,"Grevgatan 19, 4 tr",6350000,127000,1952.0,50,2022-06-14
1324,Vasastan,"Dalagatan 86D, 2 tr",3970000,110278,2139.0,36,2022-06-14
1325,Vasastan,"Karlbergsvägen 55, 3tr",8300000,138333,1615.0,60,2022-06-13
1326,Vasastan,Sigtunagatan 13,4075000,135833,983.0,30,2022-06-13
1327,Södermalm,Heleneborgsgatan 15A,4800000,92308,3156.0,52,2022-06-12
1328,Årsta,Borensvägen 21,3150000,57273,3212.0,55,2022-06-12
1329,Vasastan,"Sigtunagatan 11, 2 TR",7000000,122807,3356.0,57,2022-06-12
1330,Vasastan,Atlasgatan 7,4600000,115000,1960.0,40,2022-06-12
1331,Vasastan,Luntmakargatan 86A,4130000,86042,2719.0,48,2022-06-12
1332,Fredhäll,"Frödingsvägen 5, 1tr",3880000,91294,2244.0,42,2022-06-11
1333,Vasastan,"Sveavägen 99, 2,5 tr",4825000,116265,1928.0,41,2022-06-11
1334,Södermalm,"Fatburs Brunnsgata 26, 8tr",7100000,102899,3435.0,69,2022-06-11
1336,Vasastan,Völundsgatan 11,4275000,114000,2194.0,37,2022-06-10
1337,Östermalm,Birger Jarlsgatan 104E - Accepterat pris,4900000,113953,2995.0,43,2022-06-10
1338,Årsta,Sköntorpsvägen 115,2300000,71875,2454.0,32,2022-06-10
1339,Södermalm,"Högalidsgatan 32A, vån 4",4300000,113158,1708.0,38,2022-06-10
1340,Södermalm,Ringvägen 139B,5150000,90351,3245.0,57,2022-06-10
1341,Södermalm,"Heleneborgsgatan 40, 2 tr.",4200000,105000,2284.0,40,2022-06-10
1342,Vasastan,Frejgatan 45,3650000,104286,1809.0,35,2022-06-10
1343,Södermalm,"Bjurholmsplan 23, 2,5 tr",4825000,107222,3238.0,45,2022-06-10
1344,Årsta,"Bolmensvägen 5, vån 3 / 3",3000000,71429,2650.0,42,2022-06-10
1345,Södermalm,"Ringvägen 139 A, 4 tr",6240000,99048,3356.0,63,2022-06-10
1346,Vasastan,Frejgatan 10,8500000,146552,995.0,58,2022-06-10
1347,Östermalm,Brahegatan 3B,6250000,125000,2127.0,50,2022-06-10
1348,Södermalm,"Bergsundsgatan 7, 3 tr",3850000,91667,2793.0,42,2022-06-10
1349,Södermalm,Ringvägen 127A,5900000,100000,2177.0,59,2022-06-10
1353,Vasastan,"Gästrikegatan 13, 1tr",5910000,131333,1499.0,45,2022-06-09
1354,Fredhäll,"Frödingsvägen 1, 2,5 tr",4400000,94624,2565.0,46,2022-06-09
1355,Östermalm,"Karlaplan 19C, 6tr",4800000,126316,1594.0,38,2022-06-09
1356,Södermalm,"Ringvägen 161, 3tr",4100000,102500,1291.0,40,2022-06-09
1357,Södermalm,"Högbergsgatan 81 D, 2,5 tr",5350000,104902,3057.0,51,2022-06-09
1358,Södermalm,"Bondegatan 13, 5 tr",4375000,125000,2209.0,35,2022-06-09
1359,Vasastan,"Tegnérgatan 57A, 4 tr",4350000,90625,2628.0,48,2022-06-09
1360,Södermalm,Blekingegatan 42,5700000,93443,2625.0,61,2022-06-09
1362,Vasastan,Luntmakargatan 70,6800000,109677,1905.0,62,2022-06-09
1364,Vasastan,Idungatan 6A,4000000,123077,1516.0,32,2022-06-09
1365,Södermalm,Bergsundsgatan 14,3700000,88095,3299.0,42,2022-06-09
1366,Östermalm,Styrmansgatan 13,5100000,134211,2725.0,38,2022-06-09
1368,Östermalm,Linnégatan 51,4850000,134722,633.0,36,2022-06-08
1369,Vasastan,"Frejgatan 34, 1tr",4800000,107865,2345.0,44,2022-06-08
1370,Vasastan,"Birger Jarlsgatan 115A, 4tr",6500000,120370,2373.0,54,2022-06-08
1372,Södermalm,Gotlandsgatan 60,3050000,105172,1544.0,29,2022-06-08
1373,Östermalm,Styrmansgatan 24,6225000,155625,992.0,40,2022-06-08
1374,Årsta,Hjälmarsvägen 24A,3500000,59322,4195.0,59,2022-06-08
1376,Södermalm,"Borgmästargatan 9, 4 tr",4300000,104878,2128.0,41,2022-06-08
1377,Årsta,"Storsjövägen 52, 2 tr",3400000,60714,3960.0,56,2022-06-08
1378,Årsta,Borensvägen 13,2900000,63043,2464.0,46,2022-06-08
1379,Vasastan,"Observatoriegatan 2A, 2tr",5100000,113333,1492.0,45,2022-06-07
1381,Årsta,Årstavägen 85,3500000,64815,3591.0,54,2022-06-07
1382,Årsta,"Borensvägen 11, 3 tr - Accepterat pris!",2950000,65556,2464.0,45,2022-06-07
1383,Södermalm,Urvädersgränd 6C Ö.G,4300000,110256,1367.0,39,2022-06-05
1384,Vasastan,Sonja Kovalevskys gata 11,4825000,107222,2250.0,45,2022-06-04
1385,Årsta,Gullmarsvägen 81,3650000,67593,3113.0,54,2022-06-04
1386,Vasastan,Tre Liljor 5,4100000,110811,1854.0,37,2022-06-03
1387,Södermalm,"Lundagatan 36E, 2tr",3495000,97083,1846.0,36,2022-06-03
1388,Vasastan,"Tomtebogatan 37A, 3tr ög",7500000,138889,2696.0,54,2022-06-03
1389,Södermalm,Hornsgatan 55A,5500000,103774,2194.0,53,2022-06-03
1390,Södermalm,Götgatan 96A,3725000,106429,1026.0,35,2022-06-03
1391,Fredhäll,"Runiusgatan 7, 2tr",3050000,80263,1703.0,38,2022-06-03
1392,Årsta,"Hjälmarsvägen 24 A, 5 tr, seniorboende 55+",3420000,57966,4195.0,59,2022-06-03
1393,Årsta,Borensvägen 34,2375000,55233,2908.0,43,2022-06-03
1394,Vasastan,"Tomtebogatan 46, 3,5 tr",4250000,128788,1783.0,33,2022-06-03
1395,Östermalm,Valhallavägen 14,7860000,120923,2453.0,65,2022-06-03
1396,Östermalm,Valhallavägen 148F,4920000,106957,1951.0,46,2022-06-03
1397,Södermalm,Tavastgatan 23,5500000,134474,2052.0,4097,2022-06-03
1398,Södermalm,Assessorsgatan 18F,5250000,82031,2352.0,64,2022-06-03
1399,Södermalm,"Åsögatan 102, Vån 6",5700000,118750,2476.0,48,2022-06-03
1400,Vasastan,"Birger Jarlsgatan 97A, 3 tr",6300000,100000,2619.0,63,2022-06-03
1403,Södermalm,Metargatan 9,3160000,101935,2067.0,31,2022-06-02
1404,Vasastan,"Sonja Kovalevskys Gata 11, ACCEPTERAT PRIS",6395000,101508,3150.0,63,2022-06-02
1405,Vasastan,"Ynglingagatan 27, 2,5tr.",6320000,110877,2625.0,57,2022-06-02
1406,Vasastan,"Hälsingegatan 7, 2tr ög",7200000,135849,1903.0,53,2022-06-02
1407,Vasastan,"Robert Almströmsgatan 4, 1tr",5125000,116477,2349.0,44,2022-06-02
1408,Vasastan,"Karlbergsvägen 43A, 2tr",4630000,112107,1511.0,41,2022-06-02
1410,Fredhäll,Runiusgatan 9,3300000,70213,2019.0,47,2022-06-02
1411,Årsta,Bolmensvägen 35,2900000,70732,2998.0,41,2022-06-02
1412,Södermalm,Helgalunden 1,5700000,98276,3895.0,58,2022-06-02
1413,Vasastan,Tulegatan 5 B,7150000,115323,4018.0,62,2022-06-02
1414,Södermalm,"Götgatan 101A, 4 / 4 tr ÖG",3800000,108571,1597.0,35,2022-06-02
1416,Södermalm,"Vickergatan 15, 3 tr",3100000,87324,2038.0,35,2022-06-01
1417,Södermalm,Verkstadsgatan 5,4550000,119737,2076.0,38,2022-06-01
1418,Fredhäll,Ernst Ahlgrens Väg 5,3200000,84211,2025.0,38,2022-06-01
1420,Årsta,Årstavägen 83,2635000,53232,3553.0,49,2022-06-01
1421,Södermalm,Renstiernas gata 27,4000000,102564,2791.0,39,2022-06-01
1422,Södermalm,"Tjustgatan 4, vån 5",3230000,100938,3147.0,32,2022-06-01
1423,Årsta,"Slätbaksvägen 13, 2 tr",2900000,65169,2047.0,44,2022-06-01
1424,Vasastan,"Observatoriegatan 12A, Gårdshus",7900000,127419,2779.0,62,2022-06-01
1425,Årsta,Borensvägen 60,3650000,71569,1818.0,51,2022-05-31
1427,Vasastan,"Hälsingegatan 12, 2tr, ög",6975000,136765,2664.0,51,2022-05-31
1428,Södermalm,Ringvägen 155C (Gårdshus!),5700000,109615,3543.0,52,2022-05-31
1429,Årsta,Sköntorpsvägen 124,3200000,54701,2416.0,58,2022-05-31
1430,Vasastan,"Medevigatan 8, 2tr",3900000,111429,3217.0,35,2022-05-31
1431,Årsta,Siljansvägen 38,2825000,63483,3712.0,44,2022-05-31
1433,Vasastan,Tomtebogatan 22,4100000,124242,2943.0,33,2022-05-31
1434,Vasastan,"Upplandsgatan 26, 2 tr",7500000,104167,1997.0,72,2022-05-31
1435,Södermalm,Bergsunds strand 36,4500000,109756,2322.0,41,2022-05-31
1436,Södermalm,Ringvägen 54,4500000,84906,2137.0,53,2022-05-31
1437,Södermalm,"Rosenlundsgatan 24, 1 tr",4170000,106923,2454.0,39,2022-05-31
1438,Vasastan,Falugatan 22,4250000,114865,2090.0,37,2022-05-31
1439,Vasastan,"Gävlegatan 36B, 11 tr",4325000,123219,4220.0,35,2022-05-31
1440,Vasastan,"Sankt Eriksgatan 118, 3 tr",5750000,95833,2295.0,60,2022-05-31
1441,Årsta,"Rämensvägen 27A, 4tr",2700000,77143,1090.0,35,2022-05-30
1442,Södermalm,Tjärhovsgatan 19,5450000,102830,2578.0,53,2022-05-30
1443,Södermalm,"Ringvägen 153B, 1 tr",4400000,89796,2296.0,49,2022-05-30
1444,Södermalm,Kocksgatan 40,3475000,93919,2860.0,37,2022-05-30
1445,Årsta,"Långhalsvägen 9, 2 tr",2880000,64143,2204.0,44,2022-05-30
1446,Vasastan,"Dalagatan 86H, 2tr",4075000,110135,2180.0,37,2022-05-30
1447,Vasastan,"Hälsingegatan 10A, 3tr",4675000,108721,2007.0,43,2022-05-29
1448,Vasastan,Upplandsgatan 39,5400000,135000,2632.0,40,2022-05-29
1449,Vasastan,"Hagagatan 46A, 3 tr gårdshus",6400000,112281,2711.0,57,2022-05-28
1450,Östermalm,Engelbrektsgatan 33,8325000,136475,2652.0,61,2022-05-28
1451,Vasastan,Tulegatan 42,5550000,97368,3126.0,57,2022-05-27
